12.10809,54.15261
8.56223,53.52063
9.15580,53.89677
9.97059,53.54494
10.15221,54.32335
9.91962,53.54327
9.90549,53.53893
8.56077,53.55353
9.98469,53.54145
9.95783,53.53511
9.87981,53.54033
12.09307,54.17679
9.95721,53.54484
8.15405,53.59248
8.56667,53.52559
13.10775,54.30005
12.09710,54.17643
8.72358,53.85531
9.94630,53.51799
8.55210,53.51783
9.14874,53.89757
8.56954,53.54551
13.10793,54.29892
9.15580,53.89676
13.10819,54.29948
9.17593,53.91185
10.16697,54.38704
9.96774,53.53198
8.71681,53.85887
9.97505,53.53318
9.92308,53.54300
9.14873,53.89758
12.09305,54.17677
8.71494,53.86569
13.10832,54.29898
9.87982,53.54033
10.16708,54.38754
8.53048,53.58225
13.10720,54.29765
8.53072,53.58252
9.88102,53.53936
9.98334,53.54153
10.01100,53.53670
8.56222,53.52067
13.10895,54.29947
9.14040,53.87535
8.56656,53.52558
9.92292,53.54322
9.14873,53.89758
8.54024,53.57283
9.87072,53.53658
8.56047,53.55360
8.54817,53.56657
9.98387,53.54145
9.17846,53.91006
9.96193,53.54499
9.14806,53.89711
9.98695,53.47217
8.54950,53.51792
9.98335,53.54146
10.15460,54.32316
9.17589,53.91183
8.71657,53.86247
8.17388,53.59012
9.98267,53.46917
9.15584,53.89677
9.98410,53.54115
9.92349,53.52654
8.58376,53.53059
9.98452,53.54179
10.16673,54.38682
8.56133,53.52088
9.93122,53.51282
9.71036,54.30850
8.71375,53.86758
9.87981,53.54033
8.56630,53.54723
9.99529,53.53334
8.53020,53.58315
8.54932,53.51795
10.16665,54.38696
9.79101,53.53572
13.10783,54.29860
8.57985,53.53681
9.14526,53.88983
8.53010,53.58410
9.95514,53.50093
9.15602,53.89703
8.54845,53.51772
9.15071,53.89991
9.14485,53.88948
9.95307,53.50251
9.14872,53.89759
8.55996,53.52025
9.14034,53.87553
9.94868,53.50427
10.16683,54.38712
9.98426,53.54169
8.54815,53.51720
9.95362,53.50257
9.95062,53.53470
13.10925,54.29922
12.12397,54.15131
11.45848,53.89843
10.18408,54.36957
9.15600,53.89703
9.88034,53.53946
13.10906,54.29901
8.51039,53.60147
9.14872,53.89758
8.51122,53.60005
11.92602,54.21303
8.55898,53.51923
9.96130,53.54537
13.10848,54.29981
9.92142,53.54340
9.14033,53.87541
13.65777,54.42219
12.09719,54.17667
13.67614,54.42593
9.14871,53.89758
7.21675,53.33804
8.58332,53.50995
8.57836,53.53248
12.09306,54.17675
13.10795,54.29919
9.91971,53.54316
8.50823,53.60393
9.15600,53.89703
9.91418,53.53232
8.17372,53.58947
12.09900,54.15347
9.14810,53.89709
9.92294,53.54328
13.10898,54.29882
9.14873,53.89759
8.54817,53.56657
13.10722,54.29873
9.14528,53.88982
9.97210,53.52498
8.53150,53.58250
10.68415,53.87318
9.14775,53.89205
10.19440,54.43533
9.14871,53.89759
10.14018,54.36637
9.98267,53.48631
8.56537,53.52435
9.14350,53.89280
12.09718,54.17667
9.14261,53.89227
9.15601,53.89702
13.10840,54.29932
13.67602,54.42580
8.58336,53.51011
10.16682,54.38728
9.19981,53.91582
9.98583,54.34488
8.58220,53.53743
12.09311,54.17676
